#group,FALSE,FALSE,FALSE,FALSE
#datatype,string,dateTime:RFC3339,string,long
#default,,,,
,host,time,topic,value
,LAPTOP-8866L08J,2024-04-30T18:06:25.29971125Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:25.299982322Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:26.320948092Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:26.326824028Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:27.538735035Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:27.53873512Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:33.913671873Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:33.919711339Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:36.847812956Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-04-30T18:06:36.857741282Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-05-01T17:06:53.351721956Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-05-01T17:07:09.794938813Z,LoRa/ab/cm,34
,LAPTOP-8866L08J,2024-05-01T17:07:23.02503085Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:23.02591457Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:24.11157336Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:24.117522545Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:34.924676148Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:34.924905138Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:36.066867282Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:36.066889759Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:37.066729941Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:37.076308627Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:38.164487062Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:38.164650995Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:39.208882087Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:39.208882151Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:40.395061495Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:40.402657864Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:47.8270219Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:07:47.8335751Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:11:51.523448664Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:11:51.524962134Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:13.188554575Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:13.194075288Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:25.130044861Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:25.142797909Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:31.478985501Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:31.482900414Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:58.593424389Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:58.61987781Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:59.779424338Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:12:59.779424358Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:24.522804402Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:24.527985175Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:26.605067281Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:26.610269337Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:33.280020524Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:33.280020543Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:42.880229467Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:42.887120478Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:44.16083333Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:13:44.160990699Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:06.858816171Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:06.861184876Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:17.60191436Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:17.601915107Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:18.595920525Z,LoRa/ab/cm,5
,LAPTOP-8866L08J,2024-05-01T17:14:18.606401845Z,LoRa/ab/cm,5
,LAPTOP-8866L08J,2024-05-01T17:14:19.686334133Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:14:19.691517636Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:14:21.186464811Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:14:21.195772095Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:14:28.493005754Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:28.493005775Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:29.772470512Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:29.774689492Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:14:58.805168946Z,LoRa/ab/cm,19
,LAPTOP-8866L08J,2024-05-01T17:14:58.805186077Z,LoRa/ab/cm,19
,LAPTOP-8866L08J,2024-05-01T17:14:59.826843164Z,LoRa/ab/cm,19
,LAPTOP-8866L08J,2024-05-01T17:14:59.826843175Z,LoRa/ab/cm,19
,LAPTOP-8866L08J,2024-05-01T17:15:08.484296973Z,LoRa/ab/cm,19
,LAPTOP-8866L08J,2024-05-01T17:15:08.484297879Z,LoRa/ab/cm,19
,LAPTOP-8866L08J,2024-05-01T17:15:15.315751739Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:15.321234532Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:35.460156123Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:35.460156233Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:44.411012247Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:44.969634828Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:58.255906089Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:58.2559061Z,LoRa/ab/cm,17
,LAPTOP-8866L08J,2024-05-01T17:15:59.383442877Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:15:59.383453276Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:16:06.070243145Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:16:06.070251235Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:16:29.676503672Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:16:29.684011371Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:16:36.164392986Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:36.164394998Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:42.699581863Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:42.699581923Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:43.635598688Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:43.635600391Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:44.924804746Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:44.924831414Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:54.436695299Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:54.44280739Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:55.525787856Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:55.525792976Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:56.597677569Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:56.604044635Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:57.696925545Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:57.703806047Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:58.784208354Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:58.789136001Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:59.899256719Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:16:59.89925728Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:00.872969228Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:00.879409203Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:02.040306808Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:02.053417307Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:03.127906015Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:03.132038796Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:04.22912283Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:04.229124945Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:10.659397498Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:10.666135449Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:11.697587889Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:11.699442382Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:12.809261364Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:12.809261395Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:19.370293023Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:19.370321632Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:25.903642595Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:25.903774606Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:17:26.882356788Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:26.893132813Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:27.930244311Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:27.941470151Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:44.150663048Z,LoRa/ab/cm,4
,LAPTOP-8866L08J,2024-05-01T17:17:44.150663099Z,LoRa/ab/cm,4
,LAPTOP-8866L08J,2024-05-01T17:17:50.936680808Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:17:50.93669207Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:18:16.649421449Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:16.649421505Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:17.675417349Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:17.683941105Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:32.778801132Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:32.832863646Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:50.092578569Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:18:50.092578572Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:18:51.156041292Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:51.156041898Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:18:58.538019741Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:18:58.541892147Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:19:05.400085196Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:19:05.400106828Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:19:16.02122903Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:19:16.025331703Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:19:17.097627963Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:17.097648399Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:23.689397164Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:19:23.689535889Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:19:38.851890921Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:19:38.857520818Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:19:45.202532736Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:45.209275616Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:46.342727135Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:46.358337822Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:47.530894797Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:47.530894845Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:53.871805581Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:53.877694045Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:55.051417602Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:19:55.055607382Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:08.012006394Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:09.088614834Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:10.071086141Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:11.210819437Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:13.044251019Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:24.172443593Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:25.289702189Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:26.412838852Z,LoRa/ab/cm,7
,LAPTOP-8866L08J,2024-05-01T17:20:34.934433271Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:36.031672493Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:37.09511217Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:38.291232405Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:50.16341099Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:58.731719598Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:20:59.851727938Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:21:00.914891041Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:21:02.095438929Z,LoRa/ab/cm,6
,LAPTOP-8866L08J,2024-05-01T17:21:12.25108556Z,LoRa/ab/cm,6
,LAPTOP-8866L08J,2024-05-01T17:21:17.130956035Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:21:17.13095605Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:21:18.259128325Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:21:18.259128401Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-01T17:21:19.371248998Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:21:19.371251528Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-01T17:21:20.686894593Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:21:20.697636364Z,LoRa/ab/cm,8
,LAPTOP-8866L08J,2024-05-01T17:21:30.068444854Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:30.074455895Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:37.774785957Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:37.781979981Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:44.180088044Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:44.180137633Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:59.379576137Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:21:59.379632845Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:26.252086434Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:26.268945788Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:27.36114269Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:27.37687898Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:28.448016878Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:28.465230717Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:29.637641521Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:29.637642442Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:30.572162086Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:30.592180331Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:32.00468197Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:32.017893914Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:22:39.255641006Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:39.25977445Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:40.600308456Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:40.613291545Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:22:53.508066384Z,LoRa/ab/cm,2
,LAPTOP-8866L08J,2024-05-01T17:22:53.523434392Z,LoRa/ab/cm,2
,LAPTOP-8866L08J,2024-05-01T17:23:04.118771754Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:23:04.135944709Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-01T17:23:05.177165461Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:23:05.177165482Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:23:06.33088221Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:06.336861892Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:12.892800974Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:23:12.911027616Z,LoRa/ab/cm,12
,LAPTOP-8866L08J,2024-05-01T17:23:21.073267475Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:21.099738978Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:27.90901282Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:27.91592307Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:40.977729028Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:40.977729039Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:41.939700897Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:41.94677185Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:43.013113458Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:43.025887507Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:44.097705464Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:44.111370586Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:45.161421954Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:45.176877202Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:46.23886639Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:46.24988586Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:47.444504567Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:47.456192861Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:48.472706797Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:48.472706813Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:49.511881547Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:49.52159357Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:50.981520912Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-01T17:23:50.997916712Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-02T08:47:10.753954572Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-02T08:47:16.004467825Z,LoRa/ab/cm,9
,LAPTOP-8866L08J,2024-05-02T08:48:52.969570149Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:52.969570159Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:55.054265202Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:55.054273247Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:57.124688073Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:57.124690798Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:59.20867412Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:48:59.216031514Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:01.340788173Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:01.340842977Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:03.363798515Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:03.363908639Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:05.813098071Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:05.818421627Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:13.305550605Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:13.30925641Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:14.385138958Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:14.392414936Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:16.4655163Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:16.469988675Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:18.541901135Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:18.541909731Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:20.622947595Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:20.625581535Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:22.70227627Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:22.702288418Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:24.517448024Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:24.517804882Z,LoRa/ab/cm,0
,LAPTOP-8866L08J,2024-05-02T08:49:25.607006188Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:25.607006263Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:26.671684386Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-02T08:49:26.671685242Z,LoRa/ab/cm,11
,LAPTOP-8866L08J,2024-05-02T08:49:27.781453224Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:27.785402171Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:28.832481764Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:28.832481799Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:32.299561096Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:32.301375801Z,LoRa/ab/cm,10
,LAPTOP-8866L08J,2024-05-02T08:49:38.171228524Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:38.175620533Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:39.444470974Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:39.444502394Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:47.977029931Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:47.977099152Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:49.002642485Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:49.00386721Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:50.081013983Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:50.081031136Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:51.185404631Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:51.185476252Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:52.2477444Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:52.253054075Z,LoRa/ab/cm,16
,LAPTOP-8866L08J,2024-05-02T08:49:53.335476471Z,LoRa/ab/cm,16
